Customer_Name,Province,Region,Customer_Segment,Cust_id,Phone_Number,Email,Ord_id,Prod_id,Ship_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Order_ID,Order_Date,Order_Priority,Product_Category,Product_Sub_Category,Ship_Mode,Ship_Date
EVA JACOBS,ONTARIO,ONTARIO,HOME OFFICE,Cust_477,+1-905-555-118,petersko@yahoo.com,Ord_1266,Prod_6,SHP_1750,21.46,0.05,3,-14.22,6.26,0.4,46627,11/6/2009,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR,12/6/2009
JAS O'CARROLL,ONTARIO,ONTARIO,CORPORATE,Cust_478,+1-905-555-183,tromey@yahoo.ca,Ord_2686,Prod_4,SHP_3677,2738.785,0.07,29,556.83,2.5,0.58,29383,18-11-2011,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,20-11-2011
JAS O'CARROLL,ONTARIO,ONTARIO,CORPORATE,Cust_478,+1-905-555-183,tromey@yahoo.ca,Ord_2686,Prod_8,SHP_3677,157.13,0.07,20,-46.89,2.38,0.74,29383,18-11-2011,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,20-11-2011
JAS O'CARROLL,ONTARIO,ONTARIO,HOME OFFICE,Cust_479,+1-905-555-123,vganesh@aol.com,Ord_2607,Prod_4,SHP_3568,766.9635,0.05,45,-88.25,2.5,0.81,8323,6/9/2011,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,7/9/2011
DON JONES,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,Cust_48,(867) 669-9481,fudrucker@yahoo.com,Ord_207,Prod_4,SHP_282,1350.531,0.01,24,221.18,5.26,0.56,33186,28-08-2012,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,30-08-2012
PHILIP BROWN,ONTARIO,ONTARIO,HOME OFFICE,Cust_481,905-555-0105,peoplesr@outlook.com,Ord_1285,Prod_4,SHP_1773,5488.5265,0.05,34,1382.45,4.2,0.57,3648,16-06-2010,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,23-06-2010
LISA DECHERNEY,ONTARIO,ONTARIO,CONSUMER,Cust_484,905-555-0192,rfoley@comcast.net,Ord_1291,Prod_4,SHP_1781,1576.223,0.05,29,286.12,3.99,0.57,14791,14-02-2010,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,15-02-2010
TAMARA DAHLEN,ONTARIO,ONTARIO,CORPORATE,Cust_486,905-555-0193,petersen@aol.com,Ord_1331,Prod_4,SHP_1832,3821.039,0.05,38,1057.89,5.99,0.57,5251,11/4/2011,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,13-04-2011
ERIN CREIGHTON,ONTARIO,ONTARIO,CORPORATE,Cust_487,+1-905-555-105,mailarc@yahoo.com,Ord_1499,Prod_4,SHP_2070,3900.531,0.08,42,1144.63,2.5,0.57,31046,7/2/2011,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,8/2/2011
ERIN CREIGHTON,ONTARIO,ONTARIO,CORPORATE,Cust_487,+1-905-555-105,mailarc@yahoo.com,Ord_1408,Prod_4,SHP_1943,2219.7325,0.04,13,-69.78,5,0.59,17668,25-11-2009,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,26-11-2009
HENRY MACALLISTER,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_488,+1-905-555-141,amimojo@yahoo.ca,Ord_1306,Prod_4,SHP_1801,1239.6315,0,16,-172.55,0.99,0.85,355,13-06-2009,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,18-06-2009
DUANE HUFFMAN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_491,+1-905-555-187,luebke@aol.com,Ord_1430,Prod_4,SHP_1979,1259.4535,0.02,21,168.24,8.99,0.56,20261,20-05-2009,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,21-05-2009
EDWARD NAZZAL,ONTARIO,ONTARIO,HOME OFFICE,Cust_492,+1-905-555-193,ilyaz@gmail.com,Ord_1474,Prod_4,SHP_2037,211.7435,0.04,7,-33.31,1.25,0.36,26279,30-07-2009,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,1/8/2009
KELLY LAMPKIN,ONTARIO,ONTARIO,CORPORATE,Cust_493,613-555-0180,jonadab@msn.com,Ord_1655,Prod_4,SHP_2285,2376.7105,0.01,40,721.81,3.99,0.57,55073,20-03-2012,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,20-03-2012
TED TREVINO,ONTARIO,ONTARIO,CORPORATE,Cust_495,613-555-0143,jaffe@verizon.net,Ord_1314,Prod_4,SHP_1810,1297.304,0,15,149.82,4.9,0.56,1538,17-06-2011,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,18-06-2011
ALAN HWANG,ONTARIO,ONTARIO,CORPORATE,Cust_498,613-555-0140,kmself@msn.com,Ord_1649,Prod_4,SHP_2278,2209.5155,0.06,41,458.62,5.31,0.57,54339,2/5/2012,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,7/5/2012
EDWARD BECKER,ONTARIO,ONTARIO,CORPORATE,Cust_502,+1-613-555-190,lridener@yahoo.com,Ord_1677,Prod_4,SHP_2320,4215.83,0.02,39,972.19,8.99,0.59,59108,7/10/2011,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,16-10-2011
GARY ZANDUSKY,ONTARIO,ONTARIO,HOME OFFICE,Cust_503,+1-613-555-110,milton@live.com,Ord_1550,Prod_4,SHP_2144,464.695,0.06,16,107.51,2.5,0.36,39269,26-10-2012,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,2/11/2012
GARY ZANDUSKY,ONTARIO,ONTARIO,HOME OFFICE,Cust_503,+1-613-555-110,milton@live.com,Ord_1332,Prod_4,SHP_1833,2508.673,0.03,23,417.47,7.69,0.58,5283,3/6/2009,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,5/6/2009
ERIN SMITH,ONTARIO,ONTARIO,HOME OFFICE,Cust_505,613-555-0125,damian@live.com,Ord_1593,Prod_4,SHP_2203,4834.8,0,32,1193.11,4.99,0.59,45125,28-05-2012,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,29-05-2012
NANCY LOMONACO,ONTARIO,ONTARIO,HOME OFFICE,Cust_509,613-555-0156,scato@icloud.com,Ord_1405,Prod_4,SHP_1938,4610.2895,0,41,1432.86,2.5,0.6,17312,20-05-2011,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,21-05-2011
NANCY LOMONACO,ONTARIO,ONTARIO,HOME OFFICE,Cust_509,613-555-0156,scato@icloud.com,Ord_1405,Prod_6,SHP_1938,258.54,0.05,37,-116.37,7.3,0.37,17312,20-05-2011,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR,21-05-2011
ANNA HABERLIN,ONTARIO,ONTARIO,CORPORATE,Cust_510,613-555-0157,wmszeliga@me.com,Ord_1532,Prod_4,SHP_2119,1491.8265,0.1,28,124.83,8.99,0.56,36679,30-08-2011,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,2/9/2011
ERIN ASHBROOK,ONTARIO,ONTARIO,CONSUMER,Cust_511,+1-613-555-125,ylchang@gmail.com,Ord_1374,Prod_4,SHP_1893,2206.991,0.04,13,-1.63,5.26,0.56,13479,4/12/2009,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,5/12/2009
CHRISTINE PHAN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_514,+1-613-555-105,sonnen@icloud.com,Ord_1347,Prod_4,SHP_1852,1150.5345,0.01,15,361.65,1.25,0.39,8960,5/6/2010,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,7/6/2010
MELANIE PAGE,ONTARIO,ONTARIO,CORPORATE,Cust_519,613-555-0198,crypt@mac.com,Ord_1581,Prod_4,SHP_2186,2795.004,0.02,16,311.09,8.99,0.58,43875,7/12/2011,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,8/12/2011
MELANIE PAGE,ONTARIO,ONTARIO,CORPORATE,Cust_519,613-555-0198,crypt@mac.com,Ord_1546,Prod_4,SHP_2139,503.2935,0.02,10,-222.82,5,0.83,38503,5/5/2009,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,5/5/2009
MELANIE PAGE,ONTARIO,ONTARIO,CORPORATE,Cust_519,613-555-0198,crypt@mac.com,Ord_1546,Prod_2,SHP_2139,5567.79,0.04,47,1726.66,3.99,0.6,38503,5/5/2009,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR,5/5/2009
RALPH KNIGHT,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CONSUMER,Cust_52,(902) 555-0145,gtaylor@msn.com,Ord_269,Prod_4,SHP_367,6789.9275,0.08,40,1864.66,4.2,0.59,45217,1/9/2010,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,2/9/2010
RALPH KNIGHT,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CONSUMER,Cust_52,(902) 555-0145,gtaylor@msn.com,Ord_68,Prod_4,SHP_92,1170.025,0.04,14,4.22,8.99,0.57,10945,3/1/2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,5/1/2012
RALPH KNIGHT,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CONSUMER,Cust_52,(902) 555-0145,gtaylor@msn.com,Ord_179,Prod_4,SHP_242,822.8425,0.1,15,4.39,5.92,0.55,28675,8/10/2009,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,9/10/2009
DARREN POWERS,ONTARIO,ONTARIO,CORPORATE,Cust_521,613-555-0199,gerlo@optonline.net,Ord_1423,Prod_4,SHP_1967,279.327,0.05,16,75.21,0.99,0.37,19394,25-12-2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,26-12-2012
DARREN POWERS,ONTARIO,ONTARIO,CORPORATE,Cust_521,613-555-0199,gerlo@optonline.net,Ord_1423,Prod_4,SHP_1968,539.206,0.05,5,-452.39,8.8,0.59,19394,25-12-2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,28-12-2012
PATRICK BZOSTEK,ONTARIO,ONTARIO,CONSUMER,Cust_522,613-555-0176,aukjan@comcast.net,Ord_1357,Prod_4,SHP_1867,2969.6365,0.04,23,383.45,8.99,0.58,11425,22-06-2011,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,24-06-2011
DARREN BUDD,ONTARIO,ONTARIO,HOME OFFICE,Cust_523,+1-613-555-115,kosact@verizon.net,Ord_1454,Prod_4,SHP_2009,1278.6465,0.01,7,-396.17,4.2,0.59,23847,9/11/2012,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,11/11/2012
GEORGE ASHBROOK,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_526,+1-613-555-141,ntegrity@mac.com,Ord_1365,Prod_4,SHP_1882,5023.2535,0.01,46,1665.23,5.26,0.55,12551,11/6/2012,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,18-06-2012
ARTHUR WIEDIGER,ONTARIO,ONTARIO,CORPORATE,Cust_528,+1-613-555-176,aukjan@me.com,Ord_1452,Prod_4,SHP_2006,4587.926,0.1,30,687.41,4.2,0.6,23649,5/9/2012,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,8/9/2012
ARTHUR WIEDIGER,ONTARIO,ONTARIO,CORPORATE,Cust_528,+1-613-555-176,aukjan@me.com,Ord_1452,Prod_4,SHP_2007,4541.924,0.01,42,1222.14,8.08,0.57,23649,5/9/2012,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,6/9/2012
ALLEN ROSENBLATT,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,Cust_53,(902) 555-0162,harryh@att.net,Ord_272,Prod_4,SHP_371,680.8585,0.05,39,319.1,0.99,0.37,45861,25-08-2011,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,25-08-2011
DAVID SMITH,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_535,+1-613-555-193,mddallara@icloud.com,Ord_1458,Prod_4,SHP_2015,35.6405,0.05,2,-110.4,1.25,0.83,24197,3/2/2010,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,10/2/2010
RUBEN AUSMAN,ONTARIO,ONTARIO,CORPORATE,Cust_537,+1-613-555-156,jeteve@msn.com,Ord_1611,Prod_4,SHP_2225,3337.5165,0.07,35,850.54,2.5,0.57,48195,27-11-2010,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,28-11-2010
RUBEN AUSMAN,ONTARIO,ONTARIO,CORPORATE,Cust_537,+1-613-555-156,jeteve@msn.com,Ord_1611,Prod_4,SHP_2225,2679.1235,0.01,47,47.28,19.99,0.59,48195,27-11-2010,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,28-11-2010
RUBEN AUSMAN,ONTARIO,ONTARIO,CORPORATE,Cust_537,+1-613-555-156,jeteve@msn.com,Ord_1611,Prod_4,SHP_2226,1018.402,0.09,35,296.87,5.99,0.38,48195,27-11-2010,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,27-11-2010
RUBEN AUSMAN,ONTARIO,ONTARIO,CORPORATE,Cust_537,+1-613-555-156,jeteve@msn.com,Ord_1477,Prod_4,SHP_2040,1772.2245,0.02,31,390.86,4.99,0.57,26661,19-12-2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,20-12-2012
ROY FRENCH,ONTARIO,ONTARIO,CONSUMER,Cust_538,+1-613-555-111,dleconte@att.net,Ord_1556,Prod_4,SHP_2151,4075.376,0.05,43,841.73,8.99,0.58,39815,9/4/2009,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,13-04-2009
LARRY HUGHES,ONTARIO,ONTARIO,HOME OFFICE,Cust_539,+1-613-555-187,hutton@optonline.net,Ord_1418,Prod_4,SHP_1959,53.737,0.05,5,-28.44,5.03,0.6,18533,6/11/2009,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,8/11/2009
MAGDELENE MORSE,ONTARIO,ONTARIO,HOME OFFICE,Cust_540,+1-613-555-186,bowmanbs@optonline.net,Ord_1393,Prod_4,SHP_1924,3925.9715,0.06,39,671.95,8.8,0.59,16196,20-10-2009,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,21-10-2009
MAGDELENE MORSE,ONTARIO,ONTARIO,HOME OFFICE,Cust_540,+1-613-555-186,bowmanbs@optonline.net,Ord_1431,Prod_4,SHP_1981,1193.1195,0.08,17,137.59,0.99,0.55,20453,10/3/2011,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,12/3/2011
GEORGE ASHBROOK,ONTARIO,ONTARIO,CONSUMER,Cust_541,613-555-0152,jgwang@aol.com,Ord_1425,Prod_4,SHP_1971,829.617,0.1,23,25.53,4.99,0.57,19687,13-08-2010,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,15-08-2010
JONATHAN HOWELL,ONTARIO,ONTARIO,CONSUMER,Cust_542,613-555-0152,drewf@hotmail.com,Ord_1420,Prod_4,SHP_1962,52.0965,0,1,-232.8,2.5,0.83,18723,12/8/2009,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,14-08-2009
LINDA CAZAMIAS,ONTARIO,ONTARIO,CORPORATE,Cust_543,613-555-0146,atmarks@verizon.net,Ord_1490,Prod_4,SHP_2058,6057.27,0,36,1585.5,4.2,0.6,29410,17-09-2009,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,19-09-2009
NAT CARROLL,ONTARIO,ONTARIO,HOME OFFICE,Cust_544,613-555-0171,jaxweb@me.com,Ord_2806,Prod_4,SHP_3862,953.989,0.02,9,-249.33,8.08,0.57,54850,24-12-2010,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,25-12-2010
NAT CARROLL,ONTARIO,ONTARIO,HOME OFFICE,Cust_544,613-555-0171,jaxweb@me.com,Ord_1426,Prod_4,SHP_1972,616.1055,0.03,5,-458.74,4.2,0.59,19716,29-09-2009,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,6/10/2009
CARL JACKSON,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,Cust_55,(902) 555-0177,balchen@yahoo.ca,Ord_245,Prod_4,SHP_340,1911.4035,0.06,26,822.89,1.25,0.39,41063,21-11-2012,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,28-11-2012
CARL JACKSON,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,Cust_55,(902) 555-0177,balchen@yahoo.ca,Ord_245,Prod_4,SHP_340,308.363,0.04,10,42.27,0.99,0.35,41063,21-11-2012,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,28-11-2012
CYNTHIA ARNTZEN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_551,+1-613-555-117,ranasta@live.com,Ord_1464,Prod_4,SHP_2023,5797.68,0.04,35,1366.57,4.2,0.59,24960,27-01-2011,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,28-01-2011
CYNTHIA ARNTZEN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_551,+1-613-555-117,ranasta@live.com,Ord_1464,Prod_6,SHP_2023,1436.94,0,37,639.66,5.08,0.38,24960,27-01-2011,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR,28-01-2011
NOAH CHILDS,ONTARIO,ONTARIO,HOME OFFICE,Cust_552,+1-613-555-147,ccohen@aol.com,Ord_1513,Prod_4,SHP_2090,3460.5625,0.1,39,573.06,5.92,0.58,32834,27-08-2010,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,28-08-2010
GEORGE BELL,ONTARIO,ONTARIO,CORPORATE,Cust_554,613-555-0106,mwitte@comcast.net,Ord_1470,Prod_4,SHP_2031,340.6885,0,18,-10.85,4.81,0.58,25863,22-04-2011,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,24-04-2011
DAVID PHILIPPE,ONTARIO,ONTARIO,CONSUMER,Cust_559,+1-613-555-187,drolsky@live.com,Ord_1663,Prod_4,SHP_2297,2820.6995,0.03,29,601.34,8.99,0.57,57092,1/5/2010,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,2/5/2010
CARI MACINTYRE,ONTARIO,ONTARIO,CORPORATE,Cust_561,+1-613-555-106,joglo@icloud.com,Ord_1536,Prod_4,SHP_2126,306.6205,0.08,3,-479.08,5.99,0.57,36999,12/12/2009,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,13-12-2009
CARI MACINTYRE,ONTARIO,ONTARIO,CORPORATE,Cust_561,+1-613-555-106,joglo@icloud.com,Ord_1648,Prod_4,SHP_2276,83.3,0.09,5,-114.91,2.5,0.81,54245,24-03-2011,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,25-03-2011
CARI MACINTYRE,ONTARIO,ONTARIO,CORPORATE,Cust_561,+1-613-555-106,joglo@icloud.com,Ord_1634,Prod_4,SHP_2255,1236.954,0.06,23,119.89,4.2,0.59,52256,4/11/2010,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,6/11/2010
CARI MACINTYRE,ONTARIO,ONTARIO,CORPORATE,Cust_561,+1-613-555-106,joglo@icloud.com,Ord_1530,Prod_4,SHP_2116,2380.5695,0.01,41,740.48,3.9,0.55,36484,28-01-2012,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,29-01-2012
FRED HOPKINS,ONTARIO,ONTARIO,HOME OFFICE,Cust_563,+1-613-555-157,gomor@me.com,Ord_1533,Prod_4,SHP_2121,303.909,0.01,6,-254.36,5,0.83,36741,19-12-2010,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,21-12-2010
ANEMONE RATNER,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_566,519-555-0118,dinther@gmail.com,Ord_1670,Prod_4,SHP_2308,2077.1875,0.05,12,-38.07,4.2,0.59,58113,1/2/2012,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,3/2/2012
CHRIS SELESNICK,ONTARIO,ONTARIO,HOME OFFICE,Cust_567,519-555-0168,claypool@mac.com,Ord_2740,Prod_4,SHP_3759,7778.758,0,50,2547.3,4.99,0.59,39909,24-02-2011,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,4/3/2011
NOEL STAAVOS,ONTARIO,ONTARIO,HOME OFFICE,Cust_568,519-555-0191,trygstad@icloud.com,Ord_1641,Prod_4,SHP_2267,5442.142,0,34,1640.3,4.99,0.59,53254,18-08-2009,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,21-08-2009
NOEL STAAVOS,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_685,641-555-0198,sumdumass@yahoo.ca,Ord_1903,Prod_4,SHP_2609,284.6735,0.04,5,-247.24,8.99,0.56,17410,1/9/2010,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,6/9/2010
DEAN BRADEN,ONTARIO,ONTARIO,CORPORATE,Cust_569,519-555-0186,jugalator@gmail.com,Ord_1586,Prod_4,SHP_2191,428.723,0.06,6,-147.72,1.25,0.39,44612,13-03-2011,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,15-03-2011
LENA CREIGHTON,ONTARIO,ONTARIO,CORPORATE,Cust_570,519-555-0153,notaprguy@live.com,Ord_2885,Prod_4,SHP_3979,1304.0275,0.1,24,34.36,8.99,0.6,22951,3/5/2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,3/5/2012
MATT COLLISTER,QUEBEC,QUEBEC,HOME OFFICE,Cust_789,+1-418-555-199,rnewman@icloud.com,Ord_1614,Prod_4,SHP_2971,4159.628,0.05,50,1332.91,4.9,0.56,48642,1/2/2010,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,1/2/2010
LENA CREIGHTON,ONTARIO,ONTARIO,HOME OFFICE,Cust_572,+1-519-555-118,punkis@live.com,Ord_2836,Prod_4,SHP_3900,1000.3565,0.06,14,229.78,3.3,0.37,1286,13-05-2010,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,15-05-2010
MICHAEL DOMINGUEZ,ONTARIO,ONTARIO,HOME OFFICE,Cust_576,+1-519-555-153,mahbub@outlook.com,Ord_1706,Prod_4,SHP_2364,6121.1985,0.08,38,1312.34,2.5,0.59,11686,27-01-2009,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,28-01-2009
MICHAEL DOMINGUEZ,ONTARIO,ONTARIO,HOME OFFICE,Cust_576,+1-519-555-153,mahbub@outlook.com,Ord_1727,Prod_4,SHP_2389,886.89,0.03,16,-23.83,8.99,0.56,23333,5/8/2009,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,6/8/2009
MICHAEL DOMINGUEZ,ONTARIO,ONTARIO,HOME OFFICE,Cust_576,+1-519-555-153,mahbub@outlook.com,Ord_1727,Prod_2,SHP_2389,634.12,0.04,44,-21.65,6.75,0.52,23333,5/8/2009,MEDIUM,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR,6/8/2009
MICHAEL DOMINGUEZ,ONTARIO,ONTARIO,HOME OFFICE,Cust_576,+1-519-555-153,mahbub@outlook.com,Ord_1708,Prod_4,SHP_2366,278.902,0.04,39,-104.47,5.03,0.6,14820,9/1/2012,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR,11/1/2012
THOMAS BOLAND,ONTARIO,ONTARIO,CORPORATE,Cust_577,519-555-0141,glenz@mac.com,Ord_1743,Prod_4,SHP_2414,1770.2015,0.08,11,-165.95,4.2,0.56,35012,8/6/2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,9/6/2012
THOMAS BOLAND,ONTARIO,ONTARIO,CORPORATE,Cust_577,519-555-0141,glenz@mac.com,Ord_1748,Prod_4,SHP_2421,2503.3265,0.04,45,447.12,8.8,0.58,37152,22-05-2011,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,24-05-2011
THOMAS BOLAND,ONTARIO,ONTARIO,CORPORATE,Cust_577,519-555-0141,glenz@mac.com,Ord_1709,Prod_4,SHP_2367,356.4645,0.01,19,-9.11,4.81,0.58,15170,18-03-2009,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,18-03-2009
OLVERA TOCH,ONTARIO,ONTARIO,HOME OFFICE,Cust_578,519-555-0180,hoangle@yahoo.ca,Ord_1705,Prod_4,SHP_2363,61.4635,0.05,1,-261.35,8.99,0.56,11652,10/11/2011,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,12/11/2011
OLVERA TOCH,ONTARIO,ONTARIO,HOME OFFICE,Cust_578,519-555-0180,hoangle@yahoo.ca,Ord_1705,Prod_6,SHP_2363,122.09,0.1,25,14.11,2.04,0.36,11652,10/11/2011,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR,12/11/2011
LENA RADFORD,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_579,519-555-0108,rbarreira@aol.com,Ord_2703,Prod_4,SHP_3702,259.7175,0.02,38,-118.48,5.03,0.6,32323,23-07-2010,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,25-07-2010
MICHELLE LONSDALE,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,Cust_58,867-555-0125,gordonjcp@mac.com,Ord_76,Prod_4,SHP_101,8009.5925,0.02,46,2332.4,8.08,0.59,12096,19-09-2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,19-09-2012
